ElapsedTime_s,Height_km,Latitude_deg,LongitudeE_deg,TotalRadius_km,LatitudeRadius_km,Gravity_ms2,Temperature_K,Pressure_Pa,Density_kgm3,PressureScaleHeight_km,DensityScaleHeight_km,SpeedOfSound_ms,PressureAtSurface_Pa,SigmaLevel,PressureAltitude_km,ReferenceTemperature_K,ReferencePressure_Pa,ReferenceDensity_kgm3,ProfileWeight,LowDensity_kgm3,HighDensity_kgm3,PerturbedDensity_kgm3,DensityPerturbation_pct,DensityStandardDeviation_pct,PerturbedSpeedOfSound_ms,RelativeStepSize,DensityDeviation_pct,LowDensityDeviation_pct,HighDensityDeviation_pct,PerturbedDensityDeviation_pct,EWWind_ms,NSWind_ms,VerticalWind_ms,EWWindPerturbation_ms,NSWindPerturbation_ms,VerticalWindPerturbation_ms,PerturbedEWWind_ms,PerturbedNSWind_ms,PerturbedVerticalWind_ms,EWStandardDeviation_ms,NSStandardDeviation_ms,VerticalStandardDeviation_ms,LongitudeOfTheSun_deg,SubsolarLatitude_deg,SubsolarLongitudeE_deg,LocalSolarTime_hr,SolarZenithAngle_deg,OneWayLightTime_min,OrbitalRadius_AU,SecondsPerSol,TotalNumberDensity_m3,SpecificGasConstant_JkgK,SpecificHeatRatio,AverageMolecularWeight,CompressibilityFactor,Arnd_m3,Armass_pct,Armole_pct,Aramw,CO2nd_m3,CO2mass_pct,CO2mole_pct,CO2amw,COnd_m3,COmass_pct,COmole_pct,COamw,N2nd_m3,N2mass_pct,N2mole_pct,N2amw,O2nd_m3,O2mass_pct,O2mole_pct,O2amw,Hend_m3,Hemass_pct,Hemole_pct,Heamw,Hnd_m3,Hmass_pct,Hmole_pct,Hamw,CH4nd_m3,CH4mass_pct,CH4mole_pct,CH4amw,Nnd_m3,Nmass_pct,Nmole_pct,Namw,Ond_m3,Omass_pct,Omole_pct,Oamw,O3nd_m3,O3mass_pct,O3mole_pct,O3amw,N2Ond_m3,N2Omass_pct,N2Omole_pct,N2Oamw,H2Ond_m3,H2Omass_pct,H2Omole_pct,H2Oamw,TemperaturePerturbation_pct,TemperatureStandardDeviation_pct,PerturbedTemperature_K,PressurePerturbation_pct,PressureStandardDeviation_pct,PerturbedPressure_Pa,PresPertSmall_pct,DensPertSmall_pct,TempPertSmall_pct,EWWindPertSmall_ms,NSWindPertSmall_ms,PresSDSmall_pct,DensSDSmall_pct,TempSDSmall_pct,EWWindSDSmall_ms,NSWindSDSmall_ms,PresPertLarge_pct,DensPertLarge_pct,TempPertLarge_pct,EWWindPertLarge_ms,NSWindPertLarge_ms,PresSDLarge_pct,DensSDLarge_pct,TempSDLarge_pct,EWWindSDLarge_ms,NSWindSDLarge_ms,DewPoint_K,DewPointSD_pct,VaporPressure_Pa,VaporPressureSD_pct,VaporDensity_kgm3,VaporDensitySD_pct,RelativeHumidity_pct,RelativeHumiditySD_pct,WindSpeed_ms,WindSpeedStandardDeviation_pct,WindCorrelation,WindSpeedAtSurface_ms,WindSpeedSDAtSurface_pct,TemperatureAtSurface_K,TemperatureSDAtSurface_pct,PressureSDAtSurface_Pa,DensitySDAtSurface_pct,DensityAtSurface_kgm3,EWWindAtSurface_ms,NSWindAtSurface_ms,EWWindSDAtSurface_pct,NSWindSDAtSurface_pct,WindCorrelationAtSurface_pct,SurfaceHeight_km,GeodeticLatitude_deg,RRAWeight,SurfaceRoughness_m,NetRadiationIndex,Stability,InverseLength_m,FrictionVelocity_ms,BVFrequencySquare_s2,MetersAboveSurface_m,SigmaRatio,SigmaW_ms,BoundaryLayerDepth_m,NeutralBoundaryLayerDepth_m,PerturbedWindSpeedAtSurface_ms,UnstableBLFactor,SolarDays,SolarHourAngle_deg,SolarElevation_deg,ElevationAtMidnight_deg,ElevationAtNoon_deg,LandCode,SeverityLevel
110.0,27.000,25.00,25.00,6401.302,6374.302,9.707,223.2,1.797e+03,2.805e-02,6.600,6.200,299.6,9.559e+04,0.019,26.229,223.5,1.880e+03,2.930e-02,0.0,2.773e-02,2.836e-02,2.840e-02,1.3,1.12,298.9,0.00,-4.3,-5.3,-3.2,-3.1,3.9,0.3,-0.000,-0.7,6.0,0.384,3.2,6.3,0.384,7.6,3.7,0.482,5.33,2.10,353.87,14.08,37.82,0.00,1.00,86400.0,5.8311e+23,2.870e+02,1.401e+00,28.966,0.9999,5.4458e+21,1.29,0.93,39.95,2.3963e+20,0.06,0.04,44.01,1.3108e+16,0.00,0.00,28.01,4.5528e+23,75.51,78.08,28.01,1.2213e+23,23.14,20.95,32.00,3.0319e+18,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,8.7643e+17,0.00,0.00,16.04,0.0000e+00,0.00,0.00,14.01,0.0000e+00,0.00,0.00,16.00,3.8934e+18,0.00,0.00,48.00,9.4500e+16,0.00,0.00,44.01,2.9431e+18,0.00,0.00,18.02,-0.5,1.10,2.221e+02,0.8,1.62,1.811e+03,0.0,0.2,-0.2,0.8,3.7,0.2,0.7,0.6,5.3,2.6,0.7,1.0,-0.2,-1.5,2.2,1.6,0.9,0.9,5.4,2.7,178.90,0.1,8.653e-03,1.749e-04,8.399e-08,0.0,0.2,0.0,8.3,4.4,0.2,5.01,1.86,291.80,431.80,0.00,0.00,1.151e+00,-0.89,-2.23,3.00,3.62,-0.1,0.425,25.15,0.0,0.01500,3.33,1.86,-0.08529,0.157,0.00011,0.0,0.000,0.00,706.7,357.0,2.17,1.000,0.000,31.13,52.5,-63.0,67.0,8,0
120.0,29.000,25.00,25.00,6403.302,6374.302,9.701,227.6,1.329e+03,2.035e-02,6.733,6.325,302.5,9.559e+04,0.014,28.788,225.5,1.390e+03,2.148e-02,0.0,2.010e-02,2.060e-02,2.083e-02,2.3,1.22,299.6,0.00,-5.2,-6.4,-4.1,-3.0,4.2,0.4,-0.000,-5.2,4.3,0.320,-1.0,4.7,0.320,9.1,4.2,0.514,5.33,2.10,353.82,14.08,37.85,0.00,1.00,86400.0,4.2308e+23,2.870e+02,1.401e+00,28.966,0.9999,3.9513e+21,1.29,0.93,39.95,1.7387e+20,0.06,0.04,44.01,1.0518e+16,0.00,0.00,28.01,3.3033e+23,75.51,78.08,28.01,8.8617e+22,23.14,20.95,32.00,2.1999e+18,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,6.5761e+17,0.00,0.00,16.04,0.0000e+00,0.00,0.00,14.01,0.0000e+00,0.00,0.00,16.00,3.3149e+18,0.00,0.00,48.00,6.0349e+16,0.00,0.00,44.01,2.1776e+18,0.00,0.00,18.02,-1.9,1.16,2.232e+02,0.4,1.66,1.334e+03,0.1,1.4,-1.5,-1.4,2.8,0.3,0.7,0.7,6.4,3.0,0.3,1.0,-0.4,-3.8,1.5,1.6,1.0,0.9,6.4,3.0,177.58,0.1,6.685e-03,1.356e-04,6.365e-08,0.0,0.1,0.0,9.5,5.3,0.3,5.01,1.86,291.80,431.80,0.00,0.00,1.151e+00,-0.89,-2.23,3.00,3.62,-0.1,0.425,25.15,0.0,0.01500,3.33,1.86,-0.08529,0.157,0.00011,0.0,0.000,0.00,706.7,357.0,2.17,1.000,0.000,31.18,52.5,-63.0,67.0,8,0
130.0,31.000,25.00,25.00,6405.302,6374.302,9.695,232.0,9.836e+02,1.477e-02,6.867,6.429,305.4,9.559e+04,0.010,31.428,227.5,1.031e+03,1.579e-02,0.0,1.459e-02,1.496e-02,1.496e-02,1.3,1.23,303.7,0.00,-6.4,-7.6,-5.3,-5.2,4.4,0.4,-0.000,-3.2,1.6,-0.185,1.3,2.0,-0.185,10.5,4.7,0.550,5.33,2.10,353.78,14.08,37.88,0.00,1.00,86400.0,3.0714e+23,2.870e+02,1.401e+00,28.966,0.9999,2.8685e+21,1.29,0.93,39.95,1.2622e+20,0.06,0.04,44.01,8.4279e+15,0.00,0.00,28.01,2.3981e+23,75.51,78.08,28.01,6.4333e+22,23.14,20.95,32.00,1.5970e+18,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,4.2632e+17,0.00,0.00,16.04,0.0000e+00,0.00,0.00,14.01,0.0000e+00,0.00,0.00,16.00,2.6390e+18,0.00,0.00,48.00,3.6167e+16,0.00,0.00,44.01,1.6022e+18,0.00,0.00,18.02,-1.1,1.23,2.294e+02,0.2,1.54,9.852e+02,0.1,0.5,-0.4,3.1,1.1,0.3,0.8,0.8,7.5,3.3,0.0,0.8,-0.6,-6.2,0.5,1.5,1.0,1.0,7.4,3.3,176.26,0.1,5.143e-03,1.125e-04,4.804e-08,0.0,0.0,0.0,10.7,6.2,0.3,5.01,1.86,291.80,431.80,0.00,0.00,1.151e+00,-0.89,-2.23,3.00,3.62,-0.1,0.425,25.15,0.0,0.01500,3.33,1.86,-0.08529,0.157,0.00011,0.0,0.000,0.00,706.7,357.0,2.17,1.000,0.000,31.22,52.5,-63.0,67.0,8,0
140.0,33.000,25.00,25.00,6407.302,6374.302,9.689,236.6,7.348e+02,1.082e-02,7.007,6.560,308.4,9.559e+04,0.008,34.114,231.0,7.673e+02,1.157e-02,0.0,1.067e-02,1.097e-02,1.095e-02,1.2,1.39,306.4,0.00,-6.5,-7.8,-5.2,-5.4,3.6,0.4,-0.000,-4.0,-2.4,-0.581,-0.4,-2.0,-0.581,11.6,5.1,0.590,5.33,2.10,353.74,14.08,37.91,0.00,1.00,86400.0,2.2499e+23,2.870e+02,1.401e+00,28.966,0.9999,2.1013e+21,1.29,0.93,39.95,9.2461e+19,0.06,0.04,44.01,6.7366e+15,0.00,0.00,28.01,1.7567e+23,75.51,78.08,28.01,4.7126e+22,23.14,20.95,32.00,1.1699e+18,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,2.9007e+17,0.00,0.00,16.04,0.0000e+00,0.00,0.00,14.01,0.0000e+00,0.00,0.00,16.00,1.9033e+18,0.00,0.00,48.00,2.3291e+16,0.00,0.00,44.01,1.1921e+18,0.00,0.00,18.02,-1.3,1.38,2.335e+02,-0.1,1.65,7.339e+02,0.3,0.5,-0.2,4.3,-2.0,0.3,0.9,0.9,8.3,3.7,-0.4,0.7,-1.0,-8.3,-0.4,1.6,1.1,1.1,8.1,3.6,174.96,0.1,3.959e-03,9.738e-05,3.626e-08,0.0,0.0,0.0,11.2,7.0,0.3,5.01,1.86,291.80,431.80,0.00,0.00,1.151e+00,-0.89,-2.23,3.00,3.62,-0.1,0.425,25.15,0.0,0.01500,3.33,1.86,-0.08529,0.157,0.00011,0.0,0.000,0.00,706.7,357.0,2.17,1.000,0.000,31.26,52.5,-63.0,67.0,8,0
150.0,35.000,25.00,25.00,6409.302,6374.302,9.682,241.6,5.521e+02,7.963e-03,7.162,6.655,311.7,9.559e+04,0.006,36.911,236.5,5.746e+02,8.463e-03,0.0,7.851e-03,8.074e-03,8.022e-03,0.7,1.40,309.9,0.00,-5.9,-7.2,-4.6,-5.2,2.6,0.5,-0.000,-10.5,-3.7,-0.785,-7.8,-3.2,-0.785,12.2,5.3,0.630,5.33,2.10,353.70,14.09,37.94,0.00,1.00,86400.0,1.6552e+23,2.870e+02,1.401e+00,28.966,0.9999,1.5459e+21,1.29,0.93,39.95,6.8022e+19,0.06,0.04,44.01,5.3227e+15,0.00,0.00,28.01,1.2924e+23,75.51,78.08,28.01,3.4670e+22,23.14,20.95,32.00,8.6066e+17,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,1.8629e+17,0.00,0.00,16.04,0.0000e+00,0.00,0.00,14.01,0.0000e+00,0.00,0.00,16.00,1.3241e+18,0.00,0.00,48.00,1.0816e+16,0.00,0.00,44.01,9.0056e+17,0.00,0.00,18.02,-1.1,1.37,2.389e+02,-0.4,1.70,5.500e+02,0.3,0.3,-0.0,-1.0,-2.5,0.3,0.9,0.8,8.7,3.8,-0.7,0.4,-1.1,-9.5,-1.2,1.7,1.1,1.1,8.5,3.7,173.68,0.1,3.040e-03,8.449e-05,2.726e-08,0.0,0.0,0.0,11.3,7.5,0.2,5.01,1.86,291.80,431.80,0.00,0.00,1.151e+00,-0.89,-2.23,3.00,3.62,-0.1,0.425,25.15,0.0,0.01500,3.33,1.86,-0.08529,0.157,0.00011,0.0,0.000,0.00,706.7,357.0,2.17,1.000,0.000,31.30,52.5,-63.0,67.0,8,0
160.0,37.000,25.00,25.00,6411.302,6374.302,9.676,246.7,4.170e+02,5.890e-03,7.317,6.807,314.9,9.559e+04,0.004,39.764,242.1,4.333e+02,6.235e-03,0.0,5.810e-03,5.971e-03,5.906e-03,0.3,1.37,313.1,0.00,-5.5,-6.8,-4.2,-5.3,1.7,0.6,-0.000,-0.0,0.8,-0.130,1.7,1.4,-0.130,12.8,5.6,0.678,5.33,2.10,353.66,14.09,37.97,0.00,1.00,86400.0,1.2245e+23,2.870e+02,1.401e+00,28.966,0.9999,1.1436e+21,1.29,0.93,39.95,5.0320e+19,0.06,0.04,44.01,4.2303e+15,0.00,0.00,28.01,9.5604e+22,75.51,78.08,28.01,2.5647e+22,23.14,20.95,32.00,6.3669e+17,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,1.2097e+17,0.00,0.00,16.04,0.0000e+00,0.00,0.00,14.01,0.0000e+00,0.00,0.00,16.00,8.6543e+17,0.00,0.00,48.00,5.0115e+15,0.00,0.00,44.01,6.8256e+17,0.00,0.00,18.02,-1.1,1.36,2.439e+02,-0.9,1.78,4.133e+02,0.2,0.1,0.1,10.2,2.7,0.3,0.8,0.8,9.1,4.0,-1.0,0.1,-1.2,-10.2,-1.9,1.8,1.1,1.1,8.9,3.9,172.51,0.1,2.379e-03,7.516e-05,2.090e-08,0.0,0.0,0.0,11.8,7.8,0.2,5.01,1.86,291.80,431.80,0.00,0.00,1.151e+00,-0.89,-2.23,3.00,3.62,-0.1,0.425,25.15,0.0,0.01500,3.33,1.86,-0.08529,0.157,0.00011,0.0,0.000,0.00,706.7,357.0,2.17,1.000,0.000,31.34,52.5,-63.0,67.0,8,0
170.0,39.000,25.00,25.00,6413.302,6374.302,9.670,251.6,3.171e+02,4.392e-03,7.467,6.963,318.0,9.559e+04,0.003,42.624,247.6,3.288e+02,4.627e-03,0.0,4.326e-03,4.457e-03,4.338e-03,-1.2,1.50,318.2,0.00,-5.1,-6.5,-3.7,-6.2,1.3,0.7,-0.000,-8.7,-5.2,0.107,-7.5,-4.5,0.107,13.7,6.2,0.726,5.33,2.10,353.62,14.09,38.01,0.00,1.00,86400.0,9.1292e+22,2.870e+02,1.401e+00,28.966,0.9998,8.5261e+20,1.29,0.93,39.95,3.7517e+19,0.06,0.04,44.01,3.4291e+15,0.00,0.00,28.01,7.1279e+22,75.51,78.08,28.01,1.9122e+22,23.14,20.95,32.00,4.7469e+17,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,8.1729e+16,0.00,0.00,16.04,0.0000e+00,0.00,0.00,14.01,0.0000e+00,0.00,0.00,16.00,5.5312e+17,0.00,0.00,48.00,2.6383e+15,0.00,0.00,44.01,5.1546e+17,0.00,0.00,18.02,0.1,1.48,2.518e+02,-1.1,2.00,3.135e+02,0.1,-1.1,1.5,2.0,-2.4,0.3,0.9,0.9,9.7,4.4,-1.2,-0.1,-1.4,-10.7,-2.8,2.0,1.2,1.2,9.6,4.3,171.39,0.1,1.874e-03,6.792e-05,1.614e-08,0.0,0.0,0.0,12.8,8.0,0.2,5.01,1.86,291.80,431.80,0.00,0.00,1.151e+00,-0.89,-2.23,3.00,3.62,-0.1,0.425,25.15,0.0,0.01500,3.33,1.86,-0.08529,0.157,0.00011,0.0,0.000,0.00,706.7,357.0,2.17,1.000,0.000,31.38,52.5,-63.0,67.0,8,0
180.0,41.000,25.00,25.00,6415.302,6374.302,9.664,255.9,2.425e+02,3.301e-03,7.600,7.152,320.8,9.559e+04,0.003,45.427,253.1,2.511e+02,3.456e-03,0.0,3.250e-03,3.353e-03,3.271e-03,-0.9,1.56,319.6,0.00,-4.5,-6.0,-3.0,-5.4,1.8,0.6,0.000,-14.7,-5.3,0.965,-12.9,-4.7,0.965,14.3,6.6,0.778,5.33,2.10,353.57,14.10,38.04,0.00,1.00,86400.0,6.8621e+22,2.870e+02,1.401e+00,28.966,0.9998,6.4088e+20,1.29,0.93,39.95,2.8200e+19,0.06,0.04,44.01,2.8205e+15,0.00,0.00,28.01,5.3578e+22,75.51,78.08,28.01,1.4373e+22,23.14,20.95,32.00,3.5681e+17,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,5.6866e+16,0.00,0.00,16.04,0.0000e+00,0.00,0.00,14.01,7.3674e+14,0.00,0.00,16.00,3.4446e+17,0.00,0.00,48.00,1.5254e+15,0.00,0.00,44.01,3.3075e+17,0.00,0.00,18.02,-0.7,1.51,2.541e+02,-1.7,2.27,2.385e+02,-0.0,-0.6,0.6,-4.1,-1.3,0.4,0.9,0.9,10.2,4.7,-1.6,-0.4,-1.4,-10.7,-4.0,2.2,1.3,1.2,10.0,4.6,170.28,0.2,1.474e-03,7.259e-05,1.248e-08,0.0,0.0,0.0,13.6,8.2,0.2,5.01,1.86,291.80,431.80,0.00,0.00,1.151e+00,-0.89,-2.23,3.00,3.62,-0.1,0.425,25.15,0.0,0.01500,3.33,1.86,-0.08529,0.157,0.00011,0.0,0.000,0.00,706.7,357.0,2.17,1.000,0.000,31.43,52.5,-63.0,67.0,8,0
190.0,43.000,25.00,25.00,6417.302,6374.302,9.658,259.5,1.860e+02,2.497e-03,7.712,7.487,323.0,9.559e+04,0.002,48.142,258.6,1.930e+02,2.599e-03,0.0,2.458e-03,2.536e-03,2.479e-03,-0.7,1.56,320.4,0.00,-3.9,-5.4,-2.4,-4.6,3.0,0.5,0.000,-21.5,2.8,0.994,-18.4,3.2,0.994,14.7,7.1,0.834,5.33,2.10,353.53,14.10,38.07,0.00,1.00,86400.0,5.1901e+22,2.870e+02,1.401e+00,28.966,0.9998,4.8473e+20,1.29,0.93,39.95,2.1329e+19,0.06,0.04,44.01,2.3453e+15,0.00,0.00,28.01,4.0524e+22,75.51,78.08,28.01,1.0871e+22,23.14,20.95,32.00,2.6987e+17,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,3.8600e+16,0.00,0.00,16.04,0.0000e+00,0.00,0.00,14.01,1.2582e+15,0.00,0.00,16.00,2.1625e+17,0.00,0.00,48.00,8.4483e+14,0.00,0.00,44.01,2.5946e+17,0.00,0.00,18.02,-1.6,1.51,2.553e+02,-2.3,2.50,1.816e+02,-0.4,-0.1,-0.3,-11.4,7.8,0.4,0.9,0.9,10.5,5.0,-1.9,-0.6,-1.3,-10.1,-5.0,2.5,1.3,1.2,10.3,5.0,169.19,0.2,1.160e-03,6.513e-05,9.684e-09,0.0,0.0,0.0,14.4,8.6,0.3,5.01,1.86,291.80,431.80,0.00,0.00,1.151e+00,-0.89,-2.23,3.00,3.62,-0.1,0.425,25.15,0.0,0.01500,3.33,1.86,-0.08529,0.157,0.00011,0.0,0.000,0.00,706.7,357.0,2.17,1.000,0.000,31.47,52.5,-63.0,67.0,8,0
200.0,45.000,25.00,25.00,6419.302,6374.302,9.652,261.6,1.434e+02,1.910e-03,7.778,7.550,324.3,9.559e+04,0.001,50.573,264.2,1.491e+02,1.966e-03,0.0,1.879e-03,1.941e-03,1.904e-03,-0.3,1.62,320.8,0.00,-2.9,-4.4,-1.3,-3.1,5.6,0.1,0.000,3.8,-1.8,1.296,9.3,-1.7,1.296,14.8,7.7,0.890,5.33,2.10,353.49,14.10,38.10,0.00,1.00,86400.0,3.9701e+22,2.870e+02,1.401e+00,28.966,0.9998,3.7079e+20,1.29,0.93,39.95,1.6315e+19,0.06,0.04,44.01,1.9855e+15,0.00,0.00,28.01,3.0998e+22,75.51,78.08,28.01,8.3157e+21,23.14,20.95,32.00,2.0643e+17,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,2.4420e+16,0.00,0.00,16.04,0.0000e+00,0.00,0.00,14.01,2.1488e+15,0.00,0.00,16.00,1.3541e+17,0.00,0.00,48.00,4.0798e+14,0.00,0.00,44.01,2.0600e+17,0.00,0.00,18.02,-2.1,1.52,2.560e+02,-2.4,2.55,1.399e+02,-0.3,0.5,-0.9,13.0,4.1,0.4,1.0,0.9,10.6,5.5,-2.1,-0.8,-1.2,-9.2,-5.9,2.5,1.3,1.2,10.4,5.4,168.14,0.2,9.184e-04,5.870e-05,7.607e-09,0.0,0.0,0.0,15.4,9.1,0.3,5.01,1.86,291.80,431.80,0.00,0.00,1.151e+00,-0.89,-2.23,3.00,3.62,-0.1,0.425,25.15,0.0,0.01500,3.33,1.86,-0.08529,0.157,0.00011,0.0,0.000,0.00,706.7,357.0,2.17,1.000,0.000,31.51,52.5,-63.0,67.0,8,0
210.0,47.000,25.00,25.00,6421.302,6374.302,9.646,263.6,1.105e+02,1.461e-03,7.843,7.613,325.5,9.559e+04,0.001,53.038,269.7,1.159e+02,1.497e-03,0.0,1.438e-03,1.484e-03,1.464e-03,0.2,1.58,321.0,0.00,-2.4,-3.9,-0.8,-2.2,8.1,-0.2,0.000,17.2,-1.1,-0.027,25.3,-1.3,-0.027,14.9,8.3,0.994,5.33,2.10,353.45,14.10,38.13,0.00,1.00,86400.0,3.0369e+22,2.870e+02,1.401e+00,28.966,0.9998,2.8363e+20,1.29,0.93,39.95,1.2480e+19,0.06,0.04,44.01,1.6911e+15,0.00,0.00,28.01,2.3712e+22,75.51,78.08,28.01,6.3610e+21,23.14,20.95,32.00,1.5791e+17,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,1.6163e+16,0.00,0.00,16.04,0.0000e+00,0.00,0.00,14.01,2.9005e+15,0.00,0.00,16.00,8.5087e+16,0.00,0.00,48.00,2.2137e+14,0.00,0.00,44.01,1.5563e+17,0.00,0.00,18.02,-2.7,1.52,2.564e+02,-2.5,2.42,1.077e+02,-0.2,1.2,-1.6,25.2,5.4,0.4,1.0,0.9,10.8,6.0,-2.3,-1.0,-1.1,-8.0,-6.5,2.4,1.2,1.2,10.3,5.7,167.10,0.2,7.245e-04,4.361e-05,5.955e-09,0.0,0.0,0.0,16.4,9.6,0.3,5.01,1.86,291.80,431.80,0.00,0.00,1.151e+00,-0.89,-2.23,3.00,3.62,-0.1,0.425,25.15,0.0,0.01500,3.33,1.86,-0.08529,0.157,0.00011,0.0,0.000,0.00,706.7,357.0,2.17,1.000,0.000,31.55,52.5,-63.0,67.0,8,0
220.0,49.000,25.00,25.00,6423.302,6374.302,9.640,263.3,8.525e+01,1.128e-03,7.838,8.054,325.3,9.559e+04,0.001,55.041,270.6,9.034e+01,1.163e-03,0.0,1.111e-03,1.145e-03,1.110e-03,-1.6,1.53,324.7,0.00,-3.0,-4.4,-1.5,-4.5,10.8,-0.7,0.000,32.0,-0.4,1.237,42.8,-1.1,1.237,15.2,9.1,1.098,5.33,2.10,353.41,14.11,38.17,0.00,1.00,86400.0,2.3452e+22,2.870e+02,1.401e+00,28.966,0.9998,2.1903e+20,1.29,0.93,39.95,9.6377e+18,0.06,0.04,44.01,1.5286e+15,0.00,0.00,28.01,1.8311e+22,75.51,78.08,28.01,4.9122e+21,23.14,20.95,32.00,1.2194e+17,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,1.1111e+16,0.00,0.00,16.04,0.0000e+00,0.00,0.00,14.01,3.9150e+15,0.00,0.00,16.00,5.4293e+16,0.00,0.00,48.00,1.2963e+14,0.00,0.00,44.01,1.2372e+17,0.00,0.00,18.02,-0.4,1.50,2.623e+02,-2.0,2.38,8.358e+01,-0.1,-0.6,0.6,38.7,6.6,0.4,0.9,0.9,11.2,6.7,-1.9,-1.0,-1.0,-6.7,-7.0,2.3,1.2,1.2,10.3,6.1,166.04,0.2,5.688e-04,4.065e-05,4.681e-09,0.0,0.0,0.0,18.0,10.3,0.3,5.01,1.86,291.80,431.80,0.00,0.00,1.151e+00,-0.89,-2.23,3.00,3.62,-0.1,0.425,25.15,0.0,0.01500,3.33,1.86,-0.08529,0.157,0.00011,0.0,0.000,0.00,706.7,357.0,2.17,1.000,0.000,31.59,52.5,-63.0,67.0,8,0
230.0,51.000,25.00,25.00,6425.302,6374.302,9.634,260.6,6.571e+01,8.784e-04,7.765,8.426,323.7,9.559e+04,0.001,56.547,270.6,7.046e+01,9.069e-04,0.0,8.653e-04,8.914e-04,8.673e-04,-1.3,1.49,322.4,0.00,-3.1,-4.6,-1.7,-4.4,13.6,-1.3,-0.000,13.3,-0.5,0.819,26.9,-1.7,0.819,15.5,9.8,1.204,5.33,2.10,353.37,14.11,38.20,0.00,1.00,86400.0,1.8259e+22,2.870e+02,1.401e+00,28.966,0.9998,1.7052e+20,1.29,0.93,39.95,7.5034e+18,0.06,0.04,44.01,1.3955e+15,0.00,0.00,28.01,1.4256e+22,75.51,78.08,28.01,3.8244e+21,23.14,20.95,32.00,9.4939e+16,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,7.5886e+15,0.00,0.00,16.04,0.0000e+00,0.00,0.00,14.01,4.8231e+15,0.00,0.00,16.00,3.5291e+16,0.00,0.00,48.00,7.8245e+13,0.00,0.00,44.01,1.0042e+17,0.00,0.00,18.02,-0.8,1.47,2.585e+02,-2.1,2.48,6.434e+01,-0.2,-0.2,-0.0,18.9,7.0,0.5,0.9,0.9,11.5,7.3,-1.9,-1.1,-0.8,-5.6,-7.4,2.4,1.2,1.1,10.4,6.5,164.97,0.3,4.430e-04,4.167e-05,3.682e-09,0.0,0.0,0.0,19.9,11.1,0.3,5.01,1.86,291.80,431.80,0.00,0.00,1.151e+00,-0.89,-2.23,3.00,3.62,-0.1,0.425,25.15,0.0,0.01500,3.33,1.86,-0.08529,0.157,0.00011,0.0,0.000,0.00,706.7,357.0,2.17,1.000,0.000,31.63,52.5,-63.0,67.0,8,0
240.0,53.000,25.00,25.00,6427.302,6374.302,9.628,255.4,5.047e+01,6.886e-04,7.612,8.262,320.4,9.559e+04,0.001,57.445,266.3,5.488e+01,7.179e-04,0.0,6.784e-04,6.988e-04,6.878e-04,-0.1,1.48,316.5,0.00,-4.1,-5.5,-2.7,-4.2,16.4,-1.7,-0.000,21.4,-7.5,1.377,37.9,-9.2,1.377,15.8,10.2,1.312,5.33,2.10,353.32,14.11,38.23,0.00,1.00,86400.0,1.4315e+22,2.870e+02,1.401e+00,28.966,0.9998,1.3369e+20,1.29,0.93,39.95,5.8827e+18,0.06,0.04,44.01,1.2639e+15,0.00,0.00,28.01,1.1177e+22,75.51,78.08,28.01,2.9983e+21,23.14,20.95,32.00,7.4432e+16,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,4.7081e+15,0.00,0.00,16.04,0.0000e+00,0.00,0.00,14.01,5.4230e+15,0.00,0.00,16.00,2.3592e+16,0.00,0.00,48.00,4.4718e+13,0.00,0.00,44.01,7.8731e+16,0.00,0.00,18.02,-2.4,1.47,2.491e+02,-2.6,2.63,4.918e+01,-0.5,1.0,-1.8,25.9,0.0,0.5,0.9,0.9,11.9,7.6,-2.1,-1.2,-0.7,-4.5,-7.5,2.6,1.1,1.1,10.5,6.7,163.86,0.3,3.397e-04,3.687e-05,2.882e-09,0.0,0.0,0.0,21.9,12.0,0.2,5.01,1.86,291.80,431.80,0.00,0.00,1.151e+00,-0.89,-2.23,3.00,3.62,-0.1,0.425,25.15,0.0,0.01500,3.33,1.86,-0.08529,0.157,0.00011,0.0,0.000,0.00,706.7,357.0,2.17,1.000,0.000,31.68,52.5,-63.0,67.0,8,0
